NAME,clase,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,_NormalizedVDWVD1075,_PolarityD1075,_SecondaryStrD3025,_PolarityD3100,_ChargeD1100,_SecondaryStrT23,_PolarityD3025,_NormalizedVDWVC1,_NormalizedVDWVC3,_HydrophobicityT23,_SolventAccessibilityD1025,_PolarityD1100,_NormalizedVDWVD2100,_ChargeD3050,_PolarityD2001,_SolventAccessibilityD2025,_HydrophobicityD3050,_PolarityT12,_PolarityT13,_ChargeT23,_HydrophobicityD2100,_SolventAccessibilityD3001,_ChargeD1075,_SecondaryStrD1075,_PolarizabilityD2050,_SolventAccessibilityD3100,_PolarizabilityD1075,_HydrophobicityD3025,_PolarizabilityD3025,_SecondaryStrD3050,_SolventAccessibilityD2050,_HydrophobicityD2001,_SecondaryStrD2075,_PolarityD3050,_PolarityD1001,_ChargeD2075,_NormalizedVDWVD3025,_SolventAccessibilityD1100,_SecondaryStrD1100,_NormalizedVDWVD1001,_NormalizedVDWVD2050,_NormalizedVDWVC2,_PolarizabilityC2,_PolarizabilityC3,_NormalizedVDWVD3001,_PolarizabilityC1,_SecondaryStrC2,_SecondaryStrC3,_ChargeT12,_ChargeT13,_ChargeD1001,_ChargeD1025,_NormalizedVDWVD2025,_NormalizedVDWVD3050,_SecondaryStrD1025,_SolventAccessibilityD1050,_PolarizabilityD3001,_PolarityD2075,_SecondaryStrD3001,_ChargeD2025,_HydrophobicityD2050,_PolarizabilityD1100,_HydrophobicityC1,_HydrophobicityC2,_SolventAccessibilityD2100,_PolarizabilityD2001,_PolarizabilityD1025,_NormalizedVDWVT13,_PolarizabilityD3050,_SolventAccessibilityT13,_SolventAccessibilityT12,_PolarityD1050,_ChargeD3075,_SolventAccessibilityD1001,_HydrophobicityC3,_HydrophobicityD3100,_SecondaryStrD1050,_ChargeD3001,_SecondaryStrD2050,_PolarityD2025,_NormalizedVDWVD2001,_HydrophobicityD3075,_SecondaryStrD2025,_SolventAccessibilityD2001,_HydrophobicityD1025,_ChargeD1050,_SolventAccessibilityD3025,_PolarizabilityD3075,_PolarityD2100,_SecondaryStrD3100,_PolarizabilityT13,_PolarizabilityT12,_SecondaryStrD2001,_NormalizedVDWVD1050,_PolarizabilityD1050,_SolventAccessibilityT23,_ChargeC3,_ChargeC2,_ChargeC1,_NormalizedVDWVT23,_NormalizedVDWVD3100,_PolarizabilityD2025,_SolventAccessibilityD3075,_HydrophobicityD2075,_HydrophobicityD1075,_ChargeD2050,_ChargeD3100,_SecondaryStrC1,_ChargeD3025,_PolarityD3001,_PolarityD3075,_PolarityD1025,_SecondaryStrT13,_SecondaryStrT12,_HydrophobicityD1001,_SolventAccessibilityD1075,_HydrophobicityD1050,_HydrophobicityT13,_HydrophobicityT12,_SecondaryStrD1001,_NormalizedVDWVD1100,_NormalizedVDWVD3075,_NormalizedVDWVD1025,_SolventAccessibilityD2075,_SecondaryStrD2100,_PolarizabilityD3100,_SecondaryStrD3075,_NormalizedVDWVT12,_PolarizabilityT23,_SolventAccessibilityD3050,_PolarityT23,_PolarityD2050,_HydrophobicityD2025,_PolarizabilityD2075,_HydrophobicityD3001,_HydrophobicityD1100,_ChargeD2001,_SolventAccessibilityC1,_SolventAccessibilityC2,_SolventAccessibilityC3,_PolarizabilityD1001,_NormalizedVDWVD2075,_ChargeD2100,_PolarizabilityD2100,_PolarityC1,_PolarityC3,_PolarityC2
1QS4,0,1,0.74,0.74,2,0.81,0.75,0,0.28,0,17,15.6,16,933.4,486.2333333,67.052,76.879,30.058,93.064,93.064,0.151,16.185,0.26,0.301,0.169,20.231,97.688,98.844,49.711,4.624,26.59,54.913,0.18,0.099,0.169,95.376,5.202,56.647,71.676,53.179,94.798,68.208,20.231,21.387,48.555,47.399,1.734,76.301,30.636,2.89,78.035,21.387,97.688,98.266,1.734,52.601,0.387,0.48,0.301,6.358,0.197,0.306,0.237,0.18,0.029,7.514,16.185,26.59,45.087,18.497,54.913,6.358,69.364,5.202,24.855,48.555,95.376,0.37,0.301,98.844,2.89,22.543,0.128,45.087,0.18,0.256,57.225,63.006,1.734,0.306,97.688,45.665,4.624,55.491,41.04,2.89,76.301,26.012,4.624,26.59,30.636,23.699,71.676,98.844,98.844,0.093,0.203,2.89,43.931,38.728,0.169,0.116,0.699,0.162,0.227,94.798,34.682,67.63,68.208,71.676,54.335,98.266,0.434,34.682,7.514,70.52,23.121,0.18,0.233,4.624,76.879,47.399,0.203,0.221,1.734,95.376,71.676,27.746,71.676,97.11,94.798,67.63,0.203,0.267,50.289,0.081,52.601,24.855,75.723,2.89,98.844,1.734,0.358,0.37,0.249,1.734,74.566,98.844,98.844,0.358,0.179,0.243
1rnj,0,2,0.99,0.93,2,0.81,0.616666667,2,0.92,0.616666667,26,21,5,1371.1,794.4333333,70.513,66.667,25.641,98.077,98.077,0.168,9.615,0.417,0.199,0.232,26.923,94.872,98.718,40.385,8.974,23.077,48.718,0.148,0.058,0.187,97.436,1.923,67.949,73.077,53.205,96.795,71.795,24.359,11.538,49.359,60.256,8.974,76.282,46.795,1.923,72.436,11.538,97.436,98.718,5.128,55.769,0.353,0.417,0.199,1.923,0.359,0.244,0.327,0.123,0.019,3.205,6.41,28.205,50,23.077,49.359,1.923,77.564,5.128,27.564,43.59,97.436,0.263,0.385,98.718,4.487,26.282,0.155,50,0.232,0.297,48.718,83.974,4.487,0.327,94.872,44.872,5.128,56.41,28.205,4.487,71.154,24.359,3.205,23.077,23.077,17.949,75.641,98.718,97.436,0.135,0.316,4.487,41.667,43.59,0.11,0.109,0.788,0.077,0.161,98.077,27.564,64.103,70.513,77.564,50,92.949,0.404,21.795,3.205,67.949,24.359,0.284,0.206,3.205,74.359,60.256,0.187,0.219,1.923,97.436,75.641,23.718,77.564,94.872,98.077,70.513,0.303,0.181,41.667,0.039,61.538,26.923,73.077,1.923,98.718,1.923,0.481,0.263,0.231,5.128,75,98.718,98.718,0.34,0.103,0.173
1syl,0,0,0,0,2,0.86,0.543333333,2,0.97,0.543333333,25,22.33333333,6,1229.3,645.3,70.513,66.667,25.641,98.077,98.077,0.168,9.615,0.417,0.199,0.232,26.923,94.872,98.718,40.385,8.974,23.077,48.718,0.148,0.058,0.187,97.436,1.923,67.949,73.077,53.205,96.795,71.795,24.359,11.538,49.359,60.256,8.974,76.282,46.795,1.923,72.436,11.538,97.436,98.718,5.128,55.769,0.353,0.417,0.199,1.923,0.359,0.244,0.327,0.123,0.019,3.205,6.41,28.205,50,23.077,49.359,1.923,77.564,5.128,27.564,43.59,97.436,0.263,0.385,98.718,4.487,26.282,0.155,50,0.232,0.297,48.718,83.974,4.487,0.327,94.872,44.872,5.128,56.41,28.205,4.487,71.154,24.359,3.205,23.077,23.077,17.949,75.641,98.718,97.436,0.135,0.316,4.487,41.667,43.59,0.11,0.109,0.788,0.077,0.161,98.077,27.564,64.103,70.513,77.564,50,92.949,0.404,21.795,3.205,67.949,24.359,0.284,0.206,3.205,74.359,60.256,0.187,0.219,1.923,97.436,75.641,23.718,77.564,94.872,98.077,70.513,0.303,0.181,41.667,0.039,61.538,26.923,73.077,1.923,98.718,1.923,0.481,0.263,0.231,5.128,75,98.718,98.718,0.34,0.103,0.173
1WM1,0,3,0.98,0.846666667,2,0.83,0.626666667,1,0.94,0.403333333,25,18.33333333,5,256,211.6333333,71.609,76.025,15.457,100,100,0.127,22.713,0.379,0.274,0.244,25.552,99.054,97.476,54.574,0.631,26.498,52.05,0.111,0.108,0.196,99.685,0.315,62.461,76.341,52.366,98.107,71.609,29.022,22.713,40.063,51.42,1.893,74.448,45.741,0.315,75.394,22.713,99.685,100,1.893,53.312,0.341,0.397,0.274,0.315,0.328,0.249,0.278,0.155,0.032,1.577,23.975,29.968,46.688,29.338,51.104,0.315,73.502,1.893,23.659,46.372,99.685,0.3,0.397,100,0.631,24.29,0.206,46.688,0.231,0.244,49.842,73.186,1.262,0.303,99.054,52.366,0.631,49.842,19.558,0.631,76.341,28.076,0.631,26.498,45.741,19.243,73.817,96.53,99.685,0.18,0.231,2.524,48.58,48.896,0.139,0.132,0.767,0.101,0.206,100,26.183,73.817,73.817,73.186,48.265,98.423,0.473,29.653,1.577,73.817,28.076,0.234,0.241,0.631,76.025,51.42,0.171,0.212,0.315,99.685,73.817,22.082,73.186,99.054,100,70.032,0.234,0.231,44.164,0.07,50.158,17.35,77.918,0.315,100,0.315,0.461,0.3,0.24,1.893,77.918,99.685,97.476,0.338,0.148,0.186
1XIW,0,1,0.61,0.37,1,0.64,0.53,0,0.12,0.073333333,20,16.66666667,5,642,386.9,63.81,84.762,20,91.429,91.429,0.173,38.095,0.371,0.229,0.212,23.81,99.048,98.095,54.286,3.81,37.143,51.429,0.173,0.058,0.212,90.476,0.952,79.048,80.952,46.667,99.048,59.048,23.81,36.19,45.714,50.476,2.857,72.381,57.143,0.952,72.381,36.19,96.19,99.048,1.905,46.667,0.362,0.448,0.229,0.952,0.324,0.276,0.362,0.125,0.029,15.238,40.952,23.81,62.857,33.333,44.762,0.952,67.619,1.905,21.905,38.095,100,0.362,0.371,100,3.81,19.048,0.163,62.857,0.269,0.212,58.095,66.667,2.857,0.267,99.048,60,1.905,34.286,27.619,3.81,84.762,20.952,1.905,37.143,60.952,17.143,84.762,98.095,100,0.115,0.26,9.524,43.81,44.762,0.202,0.19,0.733,0.076,0.212,99.048,24.762,71.429,70.476,76.19,42.857,100,0.362,40,15.238,76.19,23.81,0.279,0.173,1.905,73.333,50.476,0.183,0.231,0.952,100,84.762,19.048,76.19,96.19,99.048,63.81,0.25,0.279,32.381,0.067,46.667,19.048,73.333,0.952,100,0.952,0.343,0.362,0.295,1.905,66.667,99.048,98.095,0.333,0.095,0.248
1y32,0,0,0,0,0,0.26,0.26,0,0.21,0.26,17,16.66666667,1,199.7,130.05,57.143,50,17.857,89.286,89.286,0.222,21.429,0.321,0.214,0.259,28.571,78.571,78.571,60.714,17.857,21.429,42.857,0.111,0.037,0.148,92.857,10.714,85.714,71.429,46.429,75,57.143,28.571,10.714,32.143,67.857,14.286,53.571,82.143,10.714,57.143,10.714,92.857,92.857,14.286,50,0.286,0.393,0.214,10.714,0.25,0.179,0.214,0.148,0,21.429,21.429,42.857,28.571,21.429,42.857,10.714,60.714,17.857,25,32.143,92.857,0.214,0.286,89.286,17.857,14.286,0.222,28.571,0.259,0.222,42.857,60.714,14.286,0.357,78.571,46.429,60.714,35.714,75,39.286,50,28.571,21.429,21.429,82.143,10.714,82.143,75,75,0.185,0.222,28.571,32.143,32.143,0.074,0.071,0.643,0.143,0.037,89.286,35.714,53.571,57.143,82.143,42.857,67.857,0.464,67.857,21.429,85.714,28.571,0.222,0.148,21.429,64.286,67.857,0.148,0.148,10.714,92.857,82.143,17.857,82.143,78.571,89.286,57.143,0.222,0.074,32.143,0.037,17.857,17.857,64.286,10.714,89.286,10.714,0.429,0.214,0.214,14.286,64.286,92.857,78.571,0.357,0.143,0.107
2AST,0,1,1,0.723333333,2,0.79,0.676666667,0,0.08,0.073333333,20,17.66666667,7,1378.8,948.4,66.038,71.698,23.27,96.855,96.855,0.139,35.22,0.352,0.208,0.165,21.384,100,98.742,46.541,3.774,25.786,54.088,0.171,0.082,0.253,94.34,1.258,81.132,78.616,49.057,91.195,66.667,20.755,35.22,42.767,50.314,0.629,76.101,49.686,1.887,73.585,35.22,100,98.742,0.629,54.088,0.421,0.497,0.208,2.516,0.296,0.283,0.289,0.165,0.025,2.516,34.591,20.755,54.717,23.899,54.717,2.516,83.019,1.258,24.528,42.767,94.34,0.44,0.252,98.742,1.887,17.61,0.114,54.717,0.146,0.361,54.717,69.182,0.629,0.308,100,55.975,5.66,54.717,29.56,1.887,71.698,27.673,2.516,25.786,50.314,18.239,79.874,98.742,98.113,0.114,0.285,1.887,42.767,41.509,0.12,0.226,0.654,0.119,0.209,99.371,27.673,61.635,67.925,81.132,50.943,97.484,0.428,23.27,2.516,79.874,20.755,0.228,0.259,2.516,71.698,50.314,0.285,0.196,0.629,94.34,79.874,22.642,81.132,100,99.371,59.748,0.31,0.228,40.252,0.038,47.799,21.384,74.843,1.887,98.742,0.629,0.377,0.44,0.182,0.629,76.73,100,100,0.314,0.132,0.258
2CI9,0,0,0,0,1,0.59,0.353333333,0,0.41,0.215,20,16.33333333,5,307.7,255.1333333,65.686,76.471,9.804,98.039,97.059,0.119,25.49,0.314,0.324,0.238,20.588,99.02,99.02,35.294,1.961,28.431,55.882,0.099,0.129,0.198,100,1.961,68.627,77.451,55.882,100,65.686,29.412,23.529,36.275,50.98,0.98,71.569,52.941,2.941,72.549,23.529,99.02,99.02,0.98,56.863,0.353,0.402,0.324,6.863,0.275,0.245,0.265,0.218,0.04,10.784,23.529,30.392,52.941,23.529,47.059,6.863,73.529,0.98,20.588,38.235,100,0.353,0.382,97.059,1.961,19.608,0.168,52.941,0.248,0.297,57.843,73.529,0.98,0.265,99.02,54.902,17.647,60.784,21.569,2.941,75.49,29.412,10.784,28.431,51.961,14.706,72.549,91.176,100,0.158,0.257,6.863,37.255,37.255,0.158,0.127,0.725,0.147,0.238,98.039,26.471,72.549,71.569,73.529,48.039,91.176,0.49,26.471,10.784,78.431,29.412,0.218,0.198,10.784,69.608,50.98,0.178,0.277,2.941,100,72.549,16.667,73.529,96.078,98.039,49.02,0.248,0.257,42.157,0.089,48.039,12.745,75.49,2.941,97.059,0.98,0.363,0.353,0.284,0.98,76.471,100,99.02,0.314,0.196,0.216
2dvj,0,0,0,0,5,0.81,0.79,0,0.08,0.79,19,15.66666667,7,527.4,390.4666667,77.35,69.231,25.214,91.026,83.333,0.167,17.949,0.432,0.209,0.206,20.94,98.291,98.718,58.547,3.419,25.641,45.726,0.107,0.082,0.185,99.145,2.137,70.085,72.65,51.709,99.145,75.214,22.222,17.949,42.735,57.692,1.282,69.231,47.436,2.137,77.35,17.949,98.291,97.009,1.282,52.137,0.342,0.444,0.209,2.137,0.329,0.214,0.389,0.159,0.021,5.983,17.949,26.068,47.436,22.65,48.291,2.137,79.915,1.282,24.786,46.154,99.145,0.312,0.436,98.718,3.419,20.085,0.159,47.436,0.236,0.24,47.009,71.368,1.282,0.235,98.291,52.991,4.274,49.145,32.479,3.419,67.094,23.504,3.419,25.641,52.991,26.496,70.085,98.718,98.718,0.124,0.296,3.846,44.017,44.017,0.155,0.132,0.752,0.098,0.15,96.154,31.197,79.915,81.197,71.795,47.436,94.444,0.38,24.359,5.983,70.085,22.65,0.275,0.146,3.419,73.932,57.692,0.137,0.258,1.709,99.145,70.085,25.214,71.795,99.145,96.154,77.35,0.305,0.185,42.735,0.047,58.12,25.214,75.641,2.137,98.718,1.282,0.372,0.312,0.299,1.282,73.077,99.145,98.718,0.274,0.115,0.265
2HXM,0,1,0.78,0.46,5,0.82,0.66,1,0.94,0.343333333,18,16,10,246.3,285.3666667,74.439,71.749,30.493,99.103,99.103,0.167,18.834,0.336,0.309,0.225,26.009,100,100,42.601,0.897,24.664,46.637,0.113,0.077,0.14,97.309,0.448,80.269,78.027,45.291,97.309,75.336,22.422,15.247,47.982,52.466,2.242,67.713,57.848,0.448,73.094,15.247,100,100,2.242,53.363,0.341,0.422,0.309,0.448,0.269,0.278,0.291,0.149,0.032,4.036,14.798,27.354,47.085,25.561,51.57,0.448,68.61,2.242,26.457,48.43,98.206,0.3,0.386,99.552,0.897,30.493,0.234,47.085,0.23,0.243,44.843,61.883,1.345,0.314,100,54.709,0.897,41.704,21.973,0.897,71.749,20.179,0.897,24.664,61.435,18.834,79.372,99.552,98.206,0.194,0.239,1.345,48.879,52.915,0.126,0.094,0.789,0.117,0.171,99.103,26.906,74.439,74.888,76.682,50.224,99.552,0.43,13.901,4.036,80.717,21.076,0.221,0.194,0.897,72.646,52.466,0.162,0.207,0.448,98.206,79.372,28.7,76.682,98.655,99.103,70.852,0.225,0.225,39.462,0.077,40.359,27.803,69.507,0.448,99.552,0.448,0.426,0.3,0.274,2.242,70.404,100,100,0.345,0.175,0.211
2JGB,0,2,0.75,0.766666667,1,0.81,0.586666667,2,0.93,0.726666667,25,21,10,2225.2,1038.033333,76.41,71.795,18.462,98.462,98.462,0.144,22.564,0.354,0.303,0.191,28.718,100,99.487,45.128,1.026,27.692,55.897,0.134,0.144,0.144,97.436,1.026,80,77.436,56.41,97.436,75.897,31.795,22.564,44.615,50.769,0.513,72.308,46.667,1.538,73.846,22.564,100,99.487,0.513,57.436,0.333,0.405,0.303,2.051,0.292,0.292,0.282,0.216,0.01,3.077,29.231,27.179,42.051,27.179,53.333,2.051,70.769,0.513,22.051,36.41,96.923,0.313,0.374,98.462,1.026,24.615,0.165,42.051,0.227,0.268,53.333,70.769,0.513,0.313,100,52.308,7.179,49.744,18.974,1.538,71.795,24.615,3.077,27.692,50.769,14.872,69.744,97.949,97.436,0.134,0.232,4.103,45.128,47.692,0.144,0.097,0.774,0.128,0.222,100,23.077,78.462,75.385,74.872,48.205,92.308,0.426,34.359,2.051,80,28.205,0.242,0.263,3.077,69.744,50.769,0.206,0.206,1.538,97.436,69.744,18.462,74.872,100,100,72.821,0.206,0.263,33.333,0.057,44.103,15.897,73.333,1.538,98.462,0.513,0.405,0.313,0.282,0.513,72.308,100,99.487,0.344,0.159,0.205
2jv5,0,0,0,0,0,0.37,0.31,0,0.08,0.31,21,17.33333333,1,1147.9,410.4666667,68.966,67.241,27.586,96.552,96.552,0.105,10.345,0.259,0.241,0.228,18.966,93.103,93.103,44.828,17.241,24.138,50,0.175,0.123,0.158,86.207,8.621,89.655,74.138,53.448,86.207,68.966,15.517,10.345,46.552,48.276,8.621,67.241,37.931,6.897,72.414,10.345,93.103,96.552,12.069,53.448,0.414,0.448,0.241,5.172,0.241,0.259,0.207,0.193,0.018,5.172,10.345,22.414,37.931,24.138,50,5.172,63.793,12.069,22.414,41.379,86.207,0.345,0.328,96.552,6.897,25.862,0.158,37.931,0.193,0.298,50,56.897,6.897,0.259,93.103,48.276,27.586,41.379,29.31,6.897,75.862,13.793,5.172,24.138,37.931,32.759,67.241,91.379,82.759,0.123,0.298,6.897,39.655,46.552,0.158,0.121,0.672,0.138,0.158,96.552,22.414,68.966,68.966,70.69,50,91.379,0.466,27.586,5.172,79.31,15.517,0.211,0.281,5.172,74.138,48.276,0.228,0.228,5.172,86.207,67.241,25.862,70.69,87.931,96.552,70.69,0.281,0.193,46.552,0.07,48.276,25.862,70.69,6.897,96.552,6.897,0.379,0.345,0.207,12.069,70.69,93.103,93.103,0.31,0.172,0.207
2l9i,0,0,0,0,0,0.27,0.27,0,0.18,0.27,24,18.33333333,0,101.4,101.4,45.455,57.576,12.121,69.697,69.697,0.094,51.515,0.364,0.121,0.063,21.212,78.788,93.939,54.545,39.394,39.394,42.424,0.094,0.031,0.375,87.879,12.121,66.667,72.727,72.727,48.485,45.455,24.242,51.515,27.273,63.636,12.121,48.485,60.606,24.242,57.576,51.515,87.879,90.909,12.121,72.727,0.364,0.364,0.121,51.515,0.364,0.212,0.212,0.063,0.125,51.515,51.515,42.424,60.606,39.394,42.424,51.515,84.848,12.121,21.212,30.303,87.879,0.424,0.273,93.939,24.242,18.182,0.063,60.606,0.031,0.281,42.424,72.727,18.182,0.152,78.788,63.636,15.152,42.424,39.394,24.242,57.576,24.242,15.152,39.394,60.606,12.121,66.667,93.939,93.939,0.063,0.219,24.242,30.303,30.303,0.125,0.273,0.455,0.121,0.125,69.697,42.424,36.364,36.364,72.727,36.364,90.909,0.424,27.273,51.515,66.667,24.242,0.156,0.156,15.152,75.758,63.636,0.188,0.219,18.182,87.879,66.667,18.182,72.727,78.788,69.697,36.364,0.219,0.125,33.333,0.094,72.727,18.182,81.818,24.242,93.939,12.121,0.242,0.424,0.182,12.121,81.818,93.939,93.939,0.152,0.121,0.212
2l9r,0,0,0,0,1,0.66,0.41,0,0,0.41,19,17,3,349.2,274.4333333,65.753,71.233,15.068,87.671,87.671,0.014,12.329,0.219,0.411,0.153,28.767,95.89,95.89,30.137,23.288,38.356,53.425,0.125,0.139,0.111,97.26,4.11,79.452,67.123,57.534,93.151,65.753,26.027,13.699,43.836,60.274,5.479,71.233,36.986,4.11,68.493,13.699,97.26,95.89,5.479,57.534,0.315,0.329,0.411,4.11,0.205,0.178,0.151,0.222,0.028,31.507,39.726,28.767,39.726,23.288,53.425,4.11,67.123,5.479,19.178,36.986,97.26,0.342,0.384,94.521,23.288,19.178,0.194,39.726,0.153,0.222,53.425,47.945,5.479,0.219,95.89,47.945,27.397,63.014,30.137,23.288,71.233,26.027,23.288,38.356,60.274,12.329,72.603,94.521,97.26,0.194,0.153,21.918,46.575,45.205,0.167,0.068,0.699,0.178,0.208,87.671,30.137,46.575,54.795,78.082,43.836,94.521,0.616,27.397,6.849,69.863,26.027,0.25,0.264,23.288,71.233,60.274,0.194,0.194,4.11,97.26,72.603,21.918,78.082,83.562,87.671,76.712,0.153,0.208,20.548,0.097,47.945,13.699,71.233,4.11,94.521,4.11,0.26,0.342,0.342,5.479,71.233,97.26,95.89,0.247,0.315,0.178
2lfw,0,3,0.99,0.763333333,3,0.81,0.673333333,0,0.07,0.673333333,29,19.66666667,6,1388,772.6,68.944,73.913,18.634,98.758,93.789,0.1,19.876,0.416,0.217,0.231,24.845,92.547,92.547,53.416,4.348,24.224,40.994,0.113,0.063,0.231,98.758,1.863,59.006,75.776,51.553,98.758,68.944,23.602,19.876,39.752,47.205,2.484,76.398,57.143,1.863,72.671,19.876,94.41,98.758,2.484,53.416,0.342,0.391,0.217,1.863,0.366,0.193,0.23,0.156,0.019,10.559,13.043,24.224,38.509,24.845,45.342,1.863,71.429,2.484,23.602,50.932,95.031,0.298,0.435,93.789,3.106,26.708,0.175,38.509,0.194,0.306,40.373,77.019,3.106,0.242,92.547,55.28,19.255,47.826,24.224,3.106,74.534,25.466,4.348,24.224,34.161,22.981,73.913,93.168,95.031,0.138,0.362,9.317,47.826,48.447,0.156,0.13,0.752,0.093,0.1,98.758,24.224,78.261,73.292,72.05,47.826,91.304,0.553,32.919,7.453,93.789,21.118,0.263,0.237,4.348,69.565,47.205,0.138,0.325,1.863,95.031,73.913,26.708,72.05,92.547,98.758,60.87,0.35,0.138,59.627,0.044,47.205,24.845,76.398,1.863,93.789,1.863,0.416,0.298,0.261,2.484,78.882,98.758,93.168,0.267,0.137,0.205
2mx4,0,0,0,0,0,0.33,0.27,0,0.08,0.27,18,15.33333333,1,128.5,84.83333333,61.224,77.551,22.449,95.918,95.918,0.208,10.204,0.51,0.204,0.208,24.49,91.837,91.837,36.735,6.122,22.449,55.102,0.042,0.042,0.125,79.592,6.122,83.673,83.673,40.816,79.592,61.224,18.367,34.694,48.98,73.469,6.122,63.265,73.469,14.286,65.306,34.694,91.837,95.918,6.122,30.612,0.184,0.286,0.204,10.204,0.429,0.347,0.286,0.104,0.042,10.204,10.204,18.367,73.469,24.49,51.02,10.204,32.653,6.122,26.531,44.898,93.878,0.204,0.49,95.918,6.122,22.449,0.208,73.469,0.25,0.125,55.102,81.633,14.286,0.224,91.837,34.694,22.449,44.898,6.122,14.286,77.551,18.367,10.204,22.449,73.469,20.408,83.673,65.306,93.878,0.188,0.271,8.163,44.898,44.898,0.146,0.082,0.735,0.102,0.083,95.918,18.367,59.184,61.224,83.673,46.939,93.878,0.286,22.449,10.204,83.673,30.612,0.146,0.208,10.204,69.388,73.469,0.083,0.188,10.204,93.878,83.673,22.449,83.673,87.755,95.918,65.306,0.167,0.125,42.857,0.021,28.571,24.49,65.306,14.286,95.918,6.122,0.367,0.204,0.347,8.163,75.51,91.837,91.837,0.265,0.122,0.102
3pos,0,0,0,0,3,0.76,0.64,1,0.71,0.64,18,16,9,522.2,408.7333333,73.978,72.491,23.048,99.257,99.257,0.168,15.242,0.368,0.268,0.175,25.651,98.885,98.885,59.108,1.115,23.42,51.673,0.112,0.09,0.231,93.68,2.23,63.197,81.413,54.647,95.167,74.349,28.625,18.587,47.212,54.275,1.859,71.747,43.123,2.602,73.606,18.587,98.885,99.257,1.859,55.019,0.338,0.379,0.268,1.487,0.338,0.29,0.338,0.175,0.037,1.487,15.242,31.227,46.097,23.42,48.699,1.487,77.695,1.115,26.766,44.238,97.026,0.379,0.331,99.257,1.115,22.677,0.205,46.097,0.213,0.287,51.673,77.323,1.859,0.275,98.885,50.558,2.974,51.673,28.253,1.115,72.491,28.625,1.115,23.42,50.186,25.279,71.747,98.141,97.026,0.194,0.269,2.602,47.212,46.84,0.16,0.171,0.703,0.112,0.201,99.257,31.599,67.658,73.234,77.695,48.327,97.77,0.357,20.818,1.487,60.595,28.625,0.224,0.235,1.115,74.349,54.275,0.213,0.235,1.487,97.026,71.747,23.048,77.695,92.565,99.257,72.119,0.239,0.22,44.981,0.049,52.788,23.048,75.093,2.602,99.257,1.115,0.39,0.379,0.216,1.859,78.81,98.885,98.885,0.316,0.13,0.201
3ptd,0,0,0,0,2,0.8,0.606666667,1,0.93,0.606666667,17,15.66666667,2,1459.2,587.4333333,71.523,76.49,23.841,99.007,99.007,0.179,23.51,0.338,0.278,0.216,23.841,98.675,99.338,42.384,2.318,25.497,46.026,0.15,0.113,0.183,98.013,1.325,69.205,72.517,52.98,98.013,71.523,22.517,24.172,52.318,51.325,0.993,76.49,45.033,1.987,76.821,24.172,98.675,99.338,0.993,53.311,0.371,0.417,0.278,3.974,0.291,0.308,0.318,0.173,0.027,4.636,24.172,27.152,46.026,24.172,48.013,3.974,75.497,1.325,24.503,51.656,98.013,0.351,0.361,99.338,1.987,23.841,0.183,46.026,0.246,0.249,48.013,68.543,0.993,0.275,98.675,44.702,2.649,52.98,25.828,1.987,73.179,26.49,2.318,25.497,48.344,24.834,71.854,99.338,98.013,0.176,0.213,1.987,48.675,49.338,0.186,0.126,0.752,0.109,0.243,99.007,26.49,75.828,77.815,72.185,50.993,99.338,0.361,25.166,4.636,69.205,26.49,0.219,0.213,2.318,76.821,51.325,0.203,0.233,0.993,98.013,71.854,21.523,72.185,98.675,99.007,74.172,0.233,0.249,48.675,0.043,56.623,24.834,76.821,1.987,99.338,0.993,0.344,0.351,0.291,0.993,76.821,98.675,99.338,0.338,0.129,0.228
3X01,0,5,0.99,0.87,3,0.82,0.706666667,0,0.43,0.206666667,17,15,12,4387.8,2273.966667,79.135,69.975,22.901,97.455,97.455,0.189,25.445,0.336,0.29,0.194,22.646,99.746,99.746,59.033,0.509,24.173,43.511,0.14,0.112,0.209,100,0.509,64.122,70.992,47.328,100,78.626,19.847,21.883,51.908,52.672,0.254,75.064,48.346,1.018,76.336,21.883,99.746,99.746,0.254,47.837,0.359,0.425,0.29,2.29,0.285,0.277,0.295,0.179,0.041,2.29,21.883,23.41,47.074,28.244,49.364,2.29,72.774,0.254,23.919,50.891,100,0.361,0.336,99.237,0.509,28.753,0.181,47.074,0.209,0.283,44.275,71.501,0.254,0.303,99.746,52.926,4.326,44.02,20.865,0.763,69.466,24.936,0.763,24.173,48.601,25.191,70.738,99.237,99.237,0.166,0.268,1.018,53.181,53.181,0.161,0.148,0.72,0.132,0.199,98.728,20.865,80.407,80.662,70.483,46.565,98.219,0.427,33.588,2.29,66.921,20.356,0.207,0.232,0.763,74.555,52.672,0.224,0.219,1.272,100,70.738,26.972,70.483,100,98.728,76.845,0.253,0.222,46.565,0.059,55.471,27.481,72.01,1.018,99.237,0.254,0.377,0.361,0.262,0.254,69.975,100,99.746,0.338,0.163,0.214
